156,6256,1713725814

157,47135,1713725819

1,36713,1713725839

2,20474,1713725842

3,47482,1713725847

4,426,1713725852

5,21318,1713725857

6,11405,1713725862

7,33134,1713725867

8,35741,1713725872

9,32984,1713725877

10,28551,1713725882

11,27308,1713725887

12,28457,1713725892

13,2859,1713725897

14,20107,1713725902

15,14337,1713725907

16,11672,1713725912

17,49135,1713725917

18,2875,1713725922

19,4731,1713725927

20,1516,1713725932

21,37696,1713725937

22,12199,1713725942

23,35171,1713725947

24,38081,1713725952

25,37875,1713725957

26,11581,1713725962

27,13750,1713725967

28,40539,1713725972

29,35332,1713725977

30,17218,1713725982

31,10215,1713725987

32,39686,1713725992

33,27872,1713725997

34,28794,1713726002

35,49058,1713726007

36,23286,1713726012

37,26807,1713726017

38,41071,1713726022

39,35656,1713726027

40,15828,1713726032

41,7217,1713726037

42,6933,1713726042

43,45560,1713726047

44,20334,1713726052

45,207,1713726057

46,28843,1713726062

47,31120,1713726067

48,13693,1713726072

49,47053,1713726077

50,36748,1713726082

51,3829,1713726087

52,12075,1713726092

53,47302,1713726097

54,7952,1713726102

55,11203,1713726107

56,41360,1713726112

57,41369,1713726117

58,20977,1713726123

59,35126,1713726128

60,47779,1713726133

61,35215,1713726138

62,14411,1713726143

63,26196,1713726148

64,5533,1713726153

65,37872,1713726158

66,23374,1713726163

67,49116,1713726168

68,29650,1713726173

69,45711,1713726178

70,46254,1713726183

71,47099,1713726188

72,48311,1713726193

73,5547,1713726198

74,42702,1713726203

75,7196,1713726208

76,34371,1713726213

77,32257,1713726218

78,31559,1713726223

79,6811,1713726228

80,11460,1713726233

81,8499,1713726238

82,9197,1713726243

83,41793,1713726248

84,36754,1713726253

85,48054,1713726258

86,41421,1713726263

87,24813,1713726268

88,40072,1713726273

89,18700,1713726278

90,12171,1713726283

91,40826,1713726288

92,48,1713726293

93,20617,1713726298

94,12112,1713726303

95,22682,1713726308

96,31104,1713726313

97,17975,1713726318

98,29326,1713726323

99,24860,1713726328

100,16358,1713726333

101,21973,1713726338

102,44614,1713726343

103,31234,1713726348

104,35104,1713726353

105,25919,1713726358

106,35776,1713726363

107,45610,1713726368

108,31896,1713726373

109,47484,1713726378

110,996,1713726383

